year,id,longitude,latitude,DOY,EVI,NDVI,SummaryQA,DetailedQA
2008,_04_22,-138.8716827,69.58237901,128,-523,-345,3,4366
2016,_04_22,-138.8716827,69.58237901,128,-531,-336,2,53529
2000,_04_22,-138.9188442,69.5846248,128,-635,-415,3,4414
2008,_04_22,-138.9188442,69.5846248,128,-297,-182,3,4366
2013,_04_23,-138.9188442,69.5846248,128,-456,-277,2,18445
2016,_04_22,-138.9188442,69.5846248,128,-571,-358,3,4366
2000,_04_22,-138.9278274,69.58687059,128,-635,-415,3,4414
2008,_04_22,-138.9278274,69.58687059,128,-297,-182,3,4366
2013,_04_23,-138.9278274,69.58687059,128,-456,-277,2,18445
2016,_04_22,-138.9278274,69.58687059,128,-571,-358,3,4366
2007,_04_23,-138.9233358,69.58911638,128,-534,-329,2,20493
2008,_04_22,-138.9233358,69.58911638,128,-241,-146,3,4366
2013,_04_23,-138.9233358,69.58911638,128,-475,-290,2,18445
2016,_04_22,-138.9233358,69.58911638,128,-506,-311,3,4366
2016,_05_08,-138.8671911,69.57564165,129,-679,-429,2,20493
2016,_05_08,-138.8649453,69.57564165,129,-679,-429,2,20493
2016,_05_08,-138.8694369,69.58013323,129,-658,-413,2,20493
2003,_05_09,-138.9165984,69.58237901,129,-476,-307,2,20757
2016,_05_08,-138.9188442,69.5846248,129,-629,-389,2,20493
2016,_05_08,-138.9278274,69.58687059,129,-629,-389,2,20493
2000,_05_08,-138.8694369,69.58013323,130,-519,-327,2,20753
2002,_05_09,-138.8694369,69.58013323,130,-668,-487,2,20493
2004,_05_08,-138.8694369,69.58013323,130,-624,-387,2,20493
2004,_05_08,-138.9165984,69.58237901,130,-588,-365,2,20493
2013,_05_09,-138.9165984,69.58237901,130,-467,-296,2,20493
2013,_05_09,-138.8716827,69.58237901,130,-502,-323,2,20753
2000,_05_08,-138.9188442,69.5846248,130,-532,-330,2,18445
2000,_05_08,-138.9278274,69.58687059,130,-532,-330,2,18445
2000,_05_08,-138.9233358,69.58911638,130,-578,-358,2,18445
2017,_05_09,-138.8671911,69.57564165,131,-106,-77,3,4366
2017,_05_09,-138.8649453,69.57564165,131,-106,-77,3,4366
2014,_05_09,-138.8694369,69.58013323,131,-86,-28,2,20493
2016,_05_08,-138.8716827,69.58237901,131,-1060,-706,2,20493
2016,_05_08,-138.9233358,69.58911638,131,-1197,-769,2,20493
2002,_05_09,-138.8671911,69.57564165,132,-380,-297,2,20493
2004,_05_08,-138.8671911,69.57564165,132,-611,-392,2,20493
2010,_05_09,-138.8671911,69.57564165,132,-677,-431,2,20493
2002,_05_09,-138.8649453,69.57564165,132,-380,-297,2,20493
2004,_05_08,-138.8649453,69.57564165,132,-611,-392,2,20493
2010,_05_09,-138.8649453,69.57564165,132,-677,-431,2,20493
2010,_05_09,-138.9165984,69.58237901,132,-708,-448,2,20493
2011,_05_09,-138.9165984,69.58237901,132,-537,-330,2,20493
2014,_05_09,-138.9165984,69.58237901,132,-553,-436,2,20493
2004,_05_08,-138.8716827,69.58237901,132,-677,-437,2,20493
2001,_05_09,-138.9188442,69.5846248,132,-558,-343,2,20493
2004,_05_08,-138.9188442,69.5846248,132,-666,-415,2,20493
2015,_05_09,-138.9188442,69.5846248,132,-414,-317,2,53273
2001,_05_09,-138.9278274,69.58687059,132,-558,-343,2,20493
2004,_05_08,-138.9278274,69.58687059,132,-666,-415,2,20493
2015,_05_09,-138.9278274,69.58687059,132,-414,-317,2,53273
2001,_05_09,-138.9233358,69.58911638,132,-544,-335,2,20493
2004,_05_08,-138.9233358,69.58911638,132,-693,-437,2,20493
2014,_05_09,-138.9233358,69.58911638,132,237,202,2,20497
2011,_05_09,-138.8671911,69.57564165,133,-771,-492,2,20493
2011,_05_09,-138.8649453,69.57564165,133,-771,-492,2,20493
2011,_05_09,-138.8694369,69.58013323,133,-681,-429,2,20497
2012,_05_08,-138.9165984,69.58237901,133,-334,-220,2,20493
2011,_05_09,-138.8716827,69.58237901,133,-800,-521,2,20493
2012,_05_08,-138.8716827,69.58237901,133,-481,-323,2,20497
2011,_05_09,-138.9188442,69.5846248,133,-617,-383,2,20497
2012,_05_08,-138.9188442,69.5846248,133,-387,-250,2,20497
2011,_05_09,-138.9278274,69.58687059,133,-617,-383,2,20497
2012,_05_08,-138.9278274,69.58687059,133,-387,-250,2,20497
2007,_05_09,-138.9233358,69.58911638,133,-548,-333,2,20493
2012,_05_08,-138.9233358,69.58911638,133,-420,-264,2,20493
2014,_05_09,-138.8671911,69.57564165,134,156,202,3,4106
2014,_05_09,-138.8649453,69.57564165,134,156,202,3,4106
2000,_05_08,-138.9165984,69.58237901,134,-577,-369,2,20753
2006,_05_09,-138.9188442,69.5846248,134,-855,-571,2,20493
2014,_05_09,-138.9188442,69.5846248,134,243,227,3,4110
2006,_05_09,-138.9278274,69.58687059,134,-855,-571,2,20493
2014,_05_09,-138.9278274,69.58687059,134,243,227,3,4110
2005,_05_09,-138.8671911,69.57564165,135,-320,-231,3,4106
2013,_05_09,-138.8671911,69.57564165,135,-308,-217,2,20753
2015,_05_09,-138.8671911,69.57564165,135,756,895,3,36882
2005,_05_09,-138.8649453,69.57564165,135,-320,-231,3,4106
2013,_05_09,-138.8649453,69.57564165,135,-308,-217,2,20753
2015,_05_09,-138.8649453,69.57564165,135,756,895,3,36882
2005,_05_09,-138.8694369,69.58013323,135,-471,-344,2,20493
2015,_05_09,-138.8694369,69.58013323,135,256,383,3,36882
2005,_05_09,-138.9165984,69.58237901,135,-553,-403,2,20493
2005,_05_09,-138.9188442,69.5846248,135,-811,-538,2,20493
2013,_05_09,-138.9188442,69.5846248,135,-585,-368,2,20493
2005,_05_09,-138.9278274,69.58687059,135,-811,-538,2,20493
2013,_05_09,-138.9278274,69.58687059,135,-585,-368,2,20493
2005,_05_09,-138.9233358,69.58911638,135,-774,-520,2,20493
2007,_05_09,-138.8716827,69.58237901,136,-710,-453,2,20493
2015,_05_09,-138.9233358,69.58911638,136,801,851,3,4106
2000,_05_08,-138.8671911,69.57564165,137,-390,-267,2,20753
2006,_05_09,-138.8671911,69.57564165,137,367,321,3,5150
2000,_05_08,-138.8649453,69.57564165,137,-390,-267,2,20753
2006,_05_09,-138.8649453,69.57564165,137,367,321,3,5150
2012,_05_08,-138.8694369,69.58013323,137,-118,-96,3,4106
2017,_05_09,-138.8694369,69.58013323,137,152,202,3,4366
2006,_05_09,-138.9165984,69.58237901,137,-216,-180,3,5150
2000,_05_08,-138.8716827,69.58237901,137,-623,-412,2,20753
2015,_05_09,-138.8716827,69.58237901,137,1452,1631,3,4106
2002,_05_09,-138.9233358,69.58911638,137,-1094,-879,2,20497
2003,_05_09,-138.8671911,69.57564165,138,-750,-484,2,20497
2003,_05_09,-138.8649453,69.57564165,138,-750,-484,2,20497
2003,_05_09,-138.8694369,69.58013323,138,-1232,-831,2,20497
2006,_05_09,-138.8694369,69.58013323,138,448,427,3,4110
2003,_05_09,-138.8716827,69.58237901,138,-787,-516,2,20497
2006,_05_09,-138.8716827,69.58237901,138,344,409,3,4110
2003,_05_09,-138.9188442,69.5846248,138,-1315,-1394,NA,20499
2008,_05_08,-138.9188442,69.5846248,138,-894,-590,3,4106
2003,_05_09,-138.9278274,69.58687059,138,-1315,-1394,NA,20499
2008,_05_08,-138.9278274,69.58687059,138,-894,-590,3,4106
2003,_05_09,-138.9233358,69.58911638,138,-800,-502,2,20497
2008,_05_08,-138.9233358,69.58911638,138,-872,-556,3,4106
2009,_05_09,-138.8671911,69.57564165,139,-683,-502,2,20493
2009,_05_09,-138.8649453,69.57564165,139,-683,-502,2,20493
2017,_05_09,-138.9165984,69.58237901,139,-102,-82,3,4106
2017,_05_09,-138.9188442,69.5846248,139,492,459,3,4106
2017,_05_09,-138.9278274,69.58687059,139,492,459,3,4106
2006,_05_09,-138.9233358,69.58911638,139,-334,-326,2,20497
2017,_05_09,-138.9233358,69.58911638,139,711,676,3,4106
2007,_05_09,-138.8694369,69.58013323,140,-607,-379,2,20493
2009,_05_09,-138.8694369,69.58013323,140,-664,-476,2,20493
2007,_05_09,-138.9165984,69.58237901,140,-538,-341,2,20493
2016,_05_08,-138.9165984,69.58237901,140,-63,-49,2,20753
2009,_05_09,-138.8716827,69.58237901,140,-698,-506,2,20493
2007,_05_09,-138.9188442,69.5846248,140,-629,-386,2,20493
2007,_05_09,-138.9278274,69.58687059,140,-629,-386,2,20493
2013,_05_09,-138.9233358,69.58911638,140,-398,-254,2,18445
2007,_05_09,-138.8671911,69.57564165,141,-569,-360,2,20497
2007,_05_09,-138.8649453,69.57564165,141,-569,-360,2,20497
2002,_05_09,-138.9165984,69.58237901,141,-286,-226,3,4106
2009,_05_09,-138.9165984,69.58237901,141,-1137,-804,2,20493
2002,_05_09,-138.8716827,69.58237901,141,-36,-13,3,4106
2009,_05_09,-138.9188442,69.5846248,141,-1384,-904,2,20493
2009,_05_09,-138.9278274,69.58687059,141,-1384,-904,2,20493
2012,_05_08,-138.8671911,69.57564165,142,464,435,2,20501
2012,_05_08,-138.8649453,69.57564165,142,464,435,2,20501
2013,_05_09,-138.8694369,69.58013323,142,196,196,3,4106
2014,_05_09,-138.8716827,69.58237901,142,35,30,3,37142
2002,_05_09,-138.9188442,69.5846248,142,455,452,2,20497
2002,_05_09,-138.9278274,69.58687059,142,455,452,2,20497
2011,_05_09,-138.9233358,69.58911638,142,-1406,-1186,2,20497
2008,_05_08,-138.8671911,69.57564165,143,-838,-596,2,20493
2008,_05_08,-138.8649453,69.57564165,143,-838,-596,2,20493
2008,_05_08,-138.8694369,69.58013323,143,-894,-616,2,20493
2008,_05_08,-138.9165984,69.58237901,143,-898,-642,2,20493
2005,_05_09,-138.8716827,69.58237901,143,145,122,3,4366
2008,_05_08,-138.8716827,69.58237901,143,-718,-514,2,20497
2010,_05_09,-138.9188442,69.5846248,143,-854,-540,2,20493
2010,_05_09,-138.9278274,69.58687059,143,-854,-540,2,20493
2010,_05_09,-138.9233358,69.58911638,143,-805,-511,2,20493
2001,_05_09,-138.8671911,69.57564165,144,-687,-424,2,20493
2001,_05_09,-138.8649453,69.57564165,144,-687,-424,2,20493
2001,_05_09,-138.8694369,69.58013323,144,-713,-439,2,20493
2010,_05_09,-138.8694369,69.58013323,144,-616,-412,2,20497
2001,_05_09,-138.9165984,69.58237901,144,-663,-405,2,20493
2015,_05_09,-138.9165984,69.58237901,144,250,394,3,4110
2001,_05_09,-138.8716827,69.58237901,144,-723,-457,2,20493
2010,_05_09,-138.8716827,69.58237901,144,-639,-432,2,20497
2017,_05_09,-138.8716827,69.58237901,144,1422,1655,3,4106
2009,_05_09,-138.9233358,69.58911638,144,-1136,-771,2,20493
2007,_05_25,-138.9165984,69.58237901,145,-896,-681,3,4106
2004,_05_24,-138.9188442,69.5846248,145,-1126,-855,2,20497
2005,_05_25,-138.9188442,69.5846248,145,-199,-161,3,4370
2009,_05_25,-138.9188442,69.5846248,145,-674,-482,2,20501
2004,_05_24,-138.9278274,69.58687059,145,-1126,-855,2,20497
2005,_05_25,-138.9278274,69.58687059,145,-199,-161,3,4370
2009,_05_25,-138.9278274,69.58687059,145,-674,-482,2,20501
2013,_05_25,-138.9233358,69.58911638,145,-385,-341,2,20497
2013,_05_25,-138.8671911,69.57564165,146,771,819,3,4106
2014,_05_25,-138.8671911,69.57564165,146,732,689,3,4370
2013,_05_25,-138.8649453,69.57564165,146,771,819,3,4106
2014,_05_25,-138.8649453,69.57564165,146,732,689,3,4370
2005,_05_25,-138.8694369,69.58013323,146,674,654,2,20497
2005,_05_25,-138.9165984,69.58237901,146,-1209,-723,3,37146
2013,_05_25,-138.9165984,69.58237901,146,-21,-10,3,4106
2014,_05_25,-138.9165984,69.58237901,146,419,374,3,4370
2005,_05_25,-138.8716827,69.58237901,146,410,402,2,20497
2010,_05_25,-138.9188442,69.5846248,146,-1262,-841,2,20493
2015,_05_25,-138.9188442,69.5846248,146,765,1241,3,4370
2010,_05_25,-138.9278274,69.58687059,146,-1262,-841,2,20493
2015,_05_25,-138.9278274,69.58687059,146,765,1241,3,4370
2005,_05_25,-138.9233358,69.58911638,146,-1321,-1414,2,53273
2011,_05_25,-138.8716827,69.58237901,147,1523,1583,3,4106
2004,_05_24,-138.8671911,69.57564165,148,-359,-274,2,20493
2004,_05_24,-138.8649453,69.57564165,148,-359,-274,2,20493
2015,_05_25,-138.9165984,69.58237901,148,2257,3381,3,37146
2004,_05_24,-138.8716827,69.58237901,148,-630,-458,2,20493
2014,_05_25,-138.9188442,69.5846248,148,387,335,3,4370
2014,_05_25,-138.9278274,69.58687059,148,387,335,3,4370
2004,_05_24,-138.9233358,69.58911638,148,-1130,-739,2,20493
2010,_05_25,-138.9233358,69.58911638,148,-559,-430,2,18445
2014,_05_25,-138.9233358,69.58911638,148,180,150,3,4370
2017,_05_25,-138.8671911,69.57564165,149,388,361,3,5146
2017,_05_25,-138.8649453,69.57564165,149,388,361,3,5146
2009,_05_25,-138.9165984,69.58237901,149,-245,-190,2,20501
2008,_05_24,-138.8716827,69.58237901,149,-184,-82,3,4110
2017,_05_25,-138.9188442,69.5846248,149,1050,1385,3,4106
2017,_05_25,-138.9278274,69.58687059,149,1050,1385,3,4106
2008,_05_24,-138.8671911,69.57564165,150,425,427,3,4106
2008,_05_24,-138.8649453,69.57564165,150,425,427,3,4106
2012,_05_24,-138.8694369,69.58013323,150,985,1301,3,37142
2002,_05_25,-138.9165984,69.58237901,150,-88,-77,3,4366
2006,_05_25,-138.9165984,69.58237901,150,-477,-544,1,4369
2012,_05_24,-138.9165984,69.58237901,150,669,788,3,37142
2002,_05_25,-138.8671911,69.57564165,151,309,637,3,5146
2011,_05_25,-138.8671911,69.57564165,151,67,88,1,37149
2002,_05_25,-138.8649453,69.57564165,151,309,637,3,5146
2011,_05_25,-138.8649453,69.57564165,151,67,88,1,37149
2015,_05_25,-138.8694369,69.58013323,151,1601,1757,3,4106
2011,_05_25,-138.9188442,69.5846248,151,735,1160,3,5146
2011,_05_25,-138.9278274,69.58687059,151,735,1160,3,5146
2009,_05_25,-138.9233358,69.58911638,151,-900,-658,2,20493
2000,_05_24,-138.8671911,69.57564165,152,-404,-275,2,20493
2012,_05_24,-138.8671911,69.57564165,152,1909,2123,3,4106
2000,_05_24,-138.8649453,69.57564165,152,-404,-275,2,20493
2012,_05_24,-138.8649453,69.57564165,152,1909,2123,3,4106
2006,_05_25,-138.8694369,69.58013323,152,1675,1667,3,4106
2003,_05_25,-138.9165984,69.58237901,152,-810,-770,3,37146
2016,_05_24,-138.9165984,69.58237901,152,361,273,3,4106
2000,_05_24,-138.8716827,69.58237901,152,-656,-429,2,20541
2006,_05_25,-138.8716827,69.58237901,152,2189,2060,3,4106
2012,_05_24,-138.8716827,69.58237901,152,1975,2208,3,4106
2006,_05_25,-138.9188442,69.5846248,152,1492,2028,3,4106
2012,_05_24,-138.9188442,69.5846248,152,1417,1887,3,4106
2006,_05_25,-138.9278274,69.58687059,152,1492,2028,3,4106
2012,_05_24,-138.9278274,69.58687059,152,1417,1887,3,4106
2003,_05_25,-138.9233358,69.58911638,152,-624,-541,3,4110
2006,_05_25,-138.9233358,69.58911638,152,1275,1544,3,4106
2012,_05_24,-138.9233358,69.58911638,152,1412,1656,3,4106
2004,_05_24,-138.8694369,69.58013323,153,-98,-82,2,20497
2017,_05_25,-138.8694369,69.58013323,153,1412,1876,3,38182
2004,_05_24,-138.9165984,69.58237901,153,-558,-432,2,20497
2000,_05_24,-138.9233358,69.58911638,153,-888,-579,2,20497
2007,_05_25,-138.8671911,69.57564165,154,532,510,3,4110
2007,_05_25,-138.8649453,69.57564165,154,532,510,3,4110
2003,_05_25,-138.8694369,69.58013323,154,-240,-230,3,37142
2007,_05_25,-138.8694369,69.58013323,154,475,450,3,4110
2009,_05_25,-138.8694369,69.58013323,154,-232,-245,3,4366
2013,_05_25,-138.8694369,69.58013323,154,1404,2218,3,4106
2008,_05_24,-138.9165984,69.58237901,154,737,773,3,4106
2003,_05_25,-138.8716827,69.58237901,154,-188,-218,3,37142
2013,_05_25,-138.8716827,69.58237901,154,802,1319,3,4106
2007,_05_25,-138.9188442,69.5846248,154,198,173,3,4110
2007,_05_25,-138.9278274,69.58687059,154,198,173,3,4110
2007,_05_25,-138.9233358,69.58911638,154,-635,-633,2,20497
2014,_05_25,-138.8694369,69.58013323,155,1296,1946,3,5142
2011,_05_25,-138.9165984,69.58237901,155,749,863,3,4106
2003,_05_25,-138.9188442,69.5846248,155,1005,1371,3,4106
2003,_05_25,-138.9278274,69.58687059,155,1005,1371,3,4106
2001,_05_25,-138.8671911,69.57564165,156,-234,-191,2,20493
2001,_05_25,-138.8649453,69.57564165,156,-234,-191,2,20493
2000,_05_24,-138.8694369,69.58013323,156,-313,-229,2,20497
2001,_05_25,-138.8694369,69.58013323,156,-566,-432,2,20493
2011,_05_25,-138.8694369,69.58013323,156,1106,1628,3,5146
2000,_05_24,-138.9165984,69.58237901,156,-402,-293,2,20497
2001,_05_25,-138.9165984,69.58237901,156,-555,-437,2,20493
2001,_05_25,-138.8716827,69.58237901,156,-536,-414,2,20493
2016,_05_24,-138.8716827,69.58237901,156,1447,1581,3,4106
2017,_05_25,-138.8716827,69.58237901,156,2047,2206,3,4106
2000,_05_24,-138.9188442,69.5846248,156,-449,-308,2,20497
2001,_05_25,-138.9188442,69.5846248,156,-377,-294,2,20493
2016,_05_24,-138.9188442,69.5846248,156,1594,2148,3,4106
2000,_05_24,-138.9278274,69.58687059,156,-449,-308,2,20497
2001,_05_25,-138.9278274,69.58687059,156,-377,-294,2,20493
2016,_05_24,-138.9278274,69.58687059,156,1594,2148,3,4106
2001,_05_25,-138.9233358,69.58911638,156,-530,-391,2,20497
2011,_05_25,-138.9233358,69.58911638,156,1844,2383,3,4106
2016,_05_24,-138.9233358,69.58911638,156,1608,1901,3,4106
2008,_05_24,-138.8694369,69.58013323,157,491,888,3,5146
2010,_05_25,-138.9165984,69.58237901,157,605,624,3,4110
2002,_05_25,-138.8716827,69.58237901,157,2646,2315,3,4106
2009,_05_25,-138.8716827,69.58237901,157,800,1084,3,5146
2008,_05_24,-138.9188442,69.5846248,157,325,763,3,4110
2008,_05_24,-138.9278274,69.58687059,157,325,763,3,4110
2008,_05_24,-138.9233358,69.58911638,157,320,693,3,4110
2016,_05_24,-138.8671911,69.57564165,158,1615,2061,3,4106
2016,_05_24,-138.8649453,69.57564165,158,1615,2061,3,4106
2002,_05_25,-138.8694369,69.58013323,158,32,87,3,4106
2016,_05_24,-138.8694369,69.58013323,158,1921,2697,3,4106
2002,_05_25,-138.9188442,69.5846248,158,1019,1523,3,4110
2002,_05_25,-138.9278274,69.58687059,158,1019,1523,3,4110
2002,_05_25,-138.9233358,69.58911638,158,713,955,3,5146
2009,_05_25,-138.8671911,69.57564165,159,1567,1752,3,4106
2015,_05_25,-138.8671911,69.57564165,159,2277,3799,3,4106
2009,_05_25,-138.8649453,69.57564165,159,1567,1752,3,4106
2015,_05_25,-138.8649453,69.57564165,159,2277,3799,3,4106
2015,_05_25,-138.8716827,69.58237901,159,2258,4106,3,4106
2005,_05_25,-138.8671911,69.57564165,160,1531,1962,3,4370
2006,_05_25,-138.8671911,69.57564165,160,170,157,3,4370
2010,_05_25,-138.8671911,69.57564165,160,1661,1461,1,4109
2005,_05_25,-138.8649453,69.57564165,160,1531,1962,3,4370
2006,_05_25,-138.8649453,69.57564165,160,170,157,3,4370
2010,_05_25,-138.8649453,69.57564165,160,1661,1461,1,4109
2010,_05_25,-138.8694369,69.58013323,160,1719,1544,1,4109
2017,_05_25,-138.9165984,69.58237901,160,2058,2678,3,5410
2007,_05_25,-138.8716827,69.58237901,160,1999,2602,3,4106
2010,_05_25,-138.8716827,69.58237901,160,1294,1384,1,4109
2014,_05_25,-138.8716827,69.58237901,160,1537,1869,3,4106
2013,_05_25,-138.9188442,69.5846248,160,608,824,3,4110
2013,_05_25,-138.9278274,69.58687059,160,608,824,3,4110
2015,_05_25,-138.9233358,69.58911638,160,1964,2528,3,5142
2017,_05_25,-138.9233358,69.58911638,160,1774,2215,3,5146
2007,_06_10,-138.8694369,69.58013323,161,1567,2361,3,4106
2001,_06_10,-138.9233358,69.58911638,161,763,739,3,4106
2001,_06_10,-138.8671911,69.57564165,162,884,760,1,36885
2001,_06_10,-138.8649453,69.57564165,162,884,760,1,36885
2001,_06_10,-138.9165984,69.58237901,162,370,380,1,36885
2002,_06_10,-138.9165984,69.58237901,162,263,250,3,5146
2013,_06_10,-138.8694369,69.58013323,163,2159,2812,3,4106
2013,_06_10,-138.8716827,69.58237901,163,1951,2628,3,4106
2001,_06_10,-138.8694369,69.58013323,164,-260,-487,3,5146
2010,_06_10,-138.8694369,69.58013323,164,1852,2959,3,5146
2010,_06_10,-138.9165984,69.58237901,164,1053,1755,3,5146
2001,_06_10,-138.8716827,69.58237901,164,1352,1742,3,5142
2010,_06_10,-138.8716827,69.58237901,164,2190,2683,3,4106
2001,_06_10,-138.9188442,69.5846248,164,2102,2508,3,4106
2001,_06_10,-138.9278274,69.58687059,164,2102,2508,3,4106
2004,_06_09,-138.9233358,69.58911638,164,1073,1374,3,2058
2016,_06_09,-138.8671911,69.57564165,165,1819,3998,1,4301
2016,_06_09,-138.8649453,69.57564165,165,1819,3998,1,4301
2004,_06_09,-138.9165984,69.58237901,165,300,344,3,4106
2016,_06_09,-138.9165984,69.58237901,165,2118,4022,1,4301
2017,_06_10,-138.9188442,69.5846248,165,2335,3089,3,4106
2017,_06_10,-138.9278274,69.58687059,165,2335,3089,3,4106
2017,_06_10,-138.9233358,69.58911638,165,3016,3113,3,4106
2007,_06_10,-138.8671911,69.57564165,166,2334,3449,3,4110
2011,_06_10,-138.8671911,69.57564165,166,190,199,3,4106
2007,_06_10,-138.8649453,69.57564165,166,2334,3449,3,4110
2011,_06_10,-138.8649453,69.57564165,166,190,199,3,4106
2003,_06_10,-138.8671911,69.57564165,168,1888,1909,3,4106
2009,_06_10,-138.8671911,69.57564165,168,2356,3639,3,4110
2015,_06_10,-138.8671911,69.57564165,168,3164,6358,1,4365
2003,_06_10,-138.8649453,69.57564165,168,1888,1909,3,4106
2009,_06_10,-138.8649453,69.57564165,168,2356,3639,3,4110
2015,_06_10,-138.8649453,69.57564165,168,3164,6358,1,4365
2003,_06_10,-138.8694369,69.58013323,168,1649,1769,3,4106
2005,_06_10,-138.8694369,69.58013323,168,2197,3252,3,4106
2009,_06_10,-138.8694369,69.58013323,168,2300,3549,3,4110
2003,_06_10,-138.9165984,69.58237901,168,1618,3009,1,4369
2015,_06_10,-138.9165984,69.58237901,168,3766,5060,1,4365
2003,_06_10,-138.8716827,69.58237901,168,1925,2007,3,4106
2012,_06_09,-138.8716827,69.58237901,168,2382,3784,1,4365
2000,_06_09,-138.9188442,69.5846248,169,2098,2766,3,4106
2000,_06_09,-138.9278274,69.58687059,169,2098,2766,3,4106
2012,_06_09,-138.8671911,69.57564165,170,2758,3814,3,4106
2012,_06_09,-138.8649453,69.57564165,170,2758,3814,3,4106
2012,_06_09,-138.8694369,69.58013323,170,2787,3711,3,4106
2005,_06_10,-138.8716827,69.58237901,170,2333,3593,3,4106
2017,_06_10,-138.8716827,69.58237901,170,2389,3778,3,4106
2002,_06_10,-138.9188442,69.5846248,170,2281,3372,3,4106
2002,_06_10,-138.9278274,69.58687059,170,2281,3372,3,4106
2005,_06_10,-138.9188442,69.5846248,171,2025,2843,3,4106
2010,_06_10,-138.9188442,69.5846248,171,2166,3283,3,4106
2005,_06_10,-138.9278274,69.58687059,171,2025,2843,3,4106
2010,_06_10,-138.9278274,69.58687059,171,2166,3283,3,4106
2010,_06_10,-138.9233358,69.58911638,171,1952,2878,3,4106
2000,_06_09,-138.8671911,69.57564165,172,1539,3522,1,4109
2000,_06_09,-138.8649453,69.57564165,172,1539,3522,1,4109
2000,_06_09,-138.8694369,69.58013323,172,1430,3338,1,4109
2000,_06_09,-138.9165984,69.58237901,172,790,2319,1,4369
2017,_06_10,-138.9165984,69.58237901,172,1107,1865,3,5146
2000,_06_09,-138.8716827,69.58237901,172,1477,3472,1,4109
2002,_06_10,-138.8716827,69.58237901,172,760,675,2,20497
2007,_06_10,-138.8716827,69.58237901,172,2536,3808,3,4106
2007,_06_10,-138.9188442,69.5846248,172,2528,3804,3,4106
2013,_06_10,-138.9188442,69.5846248,172,2693,3494,3,2058
2015,_06_10,-138.9188442,69.5846248,172,3509,5821,1,4229
2007,_06_10,-138.9278274,69.58687059,172,2528,3804,3,4106
2013,_06_10,-138.9278274,69.58687059,172,2693,3494,3,2058
2015,_06_10,-138.9278274,69.58687059,172,3509,5821,1,4229
2000,_06_09,-138.9233358,69.58911638,172,1533,2852,3,5146
2002,_06_10,-138.9233358,69.58911638,172,323,240,2,20497
2007,_06_10,-138.9233358,69.58911638,172,2560,3568,3,4106
2015,_06_10,-138.9233358,69.58911638,172,3074,4995,1,4229
2004,_06_09,-138.8671911,69.57564165,173,2357,3260,1,4365
2013,_06_10,-138.8671911,69.57564165,173,723,2917,3,38182
2004,_06_09,-138.8649453,69.57564165,173,2357,3260,1,4365
2013,_06_10,-138.8649453,69.57564165,173,723,2917,3,38182
2004,_06_09,-138.8694369,69.58013323,173,2427,3813,1,4365
2015,_06_10,-138.8694369,69.58013323,173,3913,6142,1,4229
2008,_06_09,-138.9165984,69.58237901,173,2903,4844,1,4365
2009,_06_10,-138.9165984,69.58237901,173,823,1282,3,5406
2013,_06_10,-138.9165984,69.58237901,173,489,2142,1,37145
2004,_06_09,-138.8716827,69.58237901,173,2461,3755,1,4365
2004,_06_09,-138.9188442,69.5846248,173,2882,3033,3,4106
2009,_06_10,-138.9188442,69.5846248,173,1013,1562,3,5406
2012,_06_09,-138.9188442,69.5846248,173,3013,5040,1,4229
2004,_06_09,-138.9278274,69.58687059,173,2882,3033,3,4106
2009,_06_10,-138.9278274,69.58687059,173,1013,1562,3,5406
2012,_06_09,-138.9278274,69.58687059,173,3013,5040,1,4229
2003,_06_10,-138.9233358,69.58911638,173,411,2125,3,38182
2009,_06_10,-138.9233358,69.58911638,173,1239,1822,3,5146
2012,_06_09,-138.9233358,69.58911638,173,3467,4929,1,4229
2013,_06_10,-138.9233358,69.58911638,173,554,2145,3,37922
2017,_06_10,-138.8694369,69.58013323,174,2945,4398,3,4106
2011,_06_10,-138.9188442,69.5846248,174,2368,3016,3,4106
2011,_06_10,-138.9278274,69.58687059,174,2368,3016,3,4106
2011,_06_10,-138.9233358,69.58911638,174,2527,3193,3,4106
2005,_06_10,-138.8671911,69.57564165,175,2374,3612,3,4106
2008,_06_09,-138.8671911,69.57564165,175,3476,5452,1,4365
2014,_06_10,-138.8671911,69.57564165,175,2822,4753,1,37141
2005,_06_10,-138.8649453,69.57564165,175,2374,3612,3,4106
2008,_06_09,-138.8649453,69.57564165,175,3476,5452,1,4365
2014,_06_10,-138.8649453,69.57564165,175,2822,4753,1,37141
2008,_06_09,-138.8694369,69.58013323,175,3233,5138,1,4365
2014,_06_10,-138.8694369,69.58013323,175,2962,4755,1,37141
2005,_06_10,-138.9165984,69.58237901,175,2349,3495,3,4106
2007,_06_10,-138.9165984,69.58237901,175,678,1670,3,5146
2012,_06_09,-138.9165984,69.58237901,175,3092,6150,1,4365
2014,_06_10,-138.9165984,69.58237901,175,4045,5495,3,5150
2008,_06_09,-138.8716827,69.58237901,175,3085,5166,1,4365
2014,_06_10,-138.8716827,69.58237901,175,3256,5512,3,5150
2003,_06_10,-138.9188442,69.5846248,175,2387,3256,3,4106
2008,_06_09,-138.9188442,69.5846248,175,3416,5357,1,4365
2003,_06_10,-138.9278274,69.58687059,175,2387,3256,3,4106
2008,_06_09,-138.9278274,69.58687059,175,3416,5357,1,4365
